Speccode,Station,Group,Type,Basin,D or N,Site Depth,Lat,Lon,Zoop_Bio_Sum_m3,Zoop_Den_Sum_m3,Zoop_Bio_Sum_m2,Rot_GENERA
EPICOPE,ON67N,CAL,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0,0,0,NA
EPICOPE,ON68b,CAL,NS,W,N,50,43.583666666666666,-79.41721666666666,0,0,0,NA
EPICOPE,ON69b,CAL,NS,W,D,13.3,43.31863333333333,-78.99975,0.007844533461011757,11.305907854741646,1.0197893499315284e-4,NA
EPICOPE,ON73N,CAL,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.6634583853199821,238.32853757795388,0.013269167706399642,NA
EPICOPE,ON84N,CAL,NS,E,N,35.1,43.886,-76.73413333333333,0.7570909276733592,197.9198927983008,0.015141818553467183,NA
EPILACU,ON12,CAL,OS,W,N,106.8,43.50398333333333,-79.35345,0,0,0,NA
EPILACU,ON17N,CAL,NS,W,N,10.7,43.225,-79.27176666666666,0,0,0,NA
EPILACU,ON25,CAL,OS,W,D,137,43.51623333333333,-79.08041666666666,0,0,0,NA
EPILACU,ON29N,CAL,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0,0,0,NA
EPILACU,ON33,CAL,OS,W,D,140.9,43.597116666666665,-78.80105,0,0,0,NA
EPILACU,ON38N,CAL,NS,W,N,16.4,43.38325,-77.98985,0,0,0,NA
EPILACU,ON41,CAL,OS,W,N,132.2,43.7167,-78.02745,0.3165359069325281,21.70824665016328,0.006330718138650562,NA
EPILACU,ON43N,CAL,NS,W,N,16,43.949866666666665,-78.05011666666667,0.7783505018926087,40.96556222692103,0.012453608030281739,NA
EPILACU,ON49,CAL,OS,E,D,51.5,43.77256666666667,-77.4417,0,0,0,NA
EPILACU,ON55M,CAL,OS,E,D,198,43.4401,-77.4398,0.18960393741357986,17.92424035334583,0.0037920787482715974,NA
EPILACU,ON60,CAL,OS,E,D,150,43.580416666666665,-77.19986666666667,0.3606337304308028,36.63266622215054,0.0072126746086160565,NA
EPILACU,ON61N,CAL,NS,E,N,51.9,43.7868,-77.1584,0.33930194531049324,17.499851825092477,0.006786038906209865,NA
EPILACU,ON62N,CAL,NS,E,N,28.3,43.8457,-76.9972,1.004254692182888,72.099389519381,0.020085093843657763,NA
EPILACU,ON63,CAL,OS,E,N,88,43.73155,-77.01718333333334,0.4401291492780936,44.605986267458796,0.008802582985561871,NA
EPILACU,ON65b,CAL,NS,E,N,23.1,43.30775,-76.95155,1.3150226793514168,64.45667006841215,0.026300453587028337,NA
EPILACU,ON67b,CAL,NS,W,D,51.9,43.3742,-78.73016666666666,0,0,0,NA
EPILACU,ON67N,CAL,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.36985585161918894,27.624287172176633,0.007397117032383779,NA
EPILACU,ON68b,CAL,NS,W,N,50,43.583666666666666,-79.41721666666666,0,0,0,NA
EPILACU,ON69b,CAL,NS,W,D,13.3,43.31863333333333,-78.99975,0,0,0,NA
EPILACU,ON73N,CAL,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.43915043481132887,30.041412299742085,0.008783008696226578,NA
EPILACU,ON84N,CAL,NS,E,N,35.1,43.886,-76.73413333333333,0.7238056746590208,70.68567599939314,0.014476113493180415,NA
EUBCORE,ON12,NDAP,OS,W,N,106.8,43.50398333333333,-79.35345,0,0,0,NA
EUBCORE,ON17N,NDAP,NS,W,N,10.7,43.225,-79.27176666666666,0.10450981332307943,68.00419202180423,0.0011496079465538737,NA
EUBCORE,ON25,NDAP,OS,W,D,137,43.51623333333333,-79.08041666666666,0.5741891520084704,385.2449405521935,0.011483783040169409,NA
EUBCORE,ON29N,NDAP,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0,0,0,NA
EUBCORE,ON33,NDAP,OS,W,D,140.9,43.597116666666665,-78.80105,0.07514638040569313,93.51244710839566,0.0015029276081138625,NA
EUBCORE,ON38N,NDAP,NS,W,N,16.4,43.38325,-77.98985,0.5167296305090171,302.377613997404,0.008267674088144274,NA
EUBCORE,ON41,NDAP,OS,W,N,132.2,43.7167,-78.02745,0,0,0,NA
EUBCORE,ON43N,NDAP,NS,W,N,16,43.949866666666665,-78.05011666666667,0.41175729469094724,191.17262372563147,0.0065881167150551555,NA
EUBCORE,ON49,NDAP,OS,E,D,51.5,43.77256666666667,-77.4417,0,0,0,NA
EUBCORE,ON55M,NDAP,OS,E,D,198,43.4401,-77.4398,0.011916160804229704,13.94107583038009,2.383232160845941e-4,NA
EUBCORE,ON60,NDAP,OS,E,D,150,43.580416666666665,-77.19986666666667,0.09915450059491433,66.48150536612505,0.0019830900118982865,NA
EUBCORE,ON61N,NDAP,NS,E,N,51.9,43.7868,-77.1584,0.025387856595233963,13.610995863960815,5.077571319046793e-4,NA
EUBCORE,ON62N,NDAP,NS,E,N,28.3,43.8457,-76.9972,0,0,0,NA
EUBCORE,ON63,NDAP,OS,E,N,88,43.73155,-77.01718333333334,0.0444376168825218,20.816126924814107,8.88752337650436e-4,NA
EUBCORE,ON65b,NDAP,NS,E,N,23.1,43.30775,-76.95155,0.05305843472895685,64.45667006841215,0.001061168694579137,NA
EUBCORE,ON67b,NDAP,NS,W,D,51.9,43.3742,-78.73016666666666,1.95723259281089,1401.932573987964,0.0391446518562178,NA
EUBCORE,ON67N,NDAP,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.4759375385144219,338.39751785916377,0.009518750770288438,NA
EUBCORE,ON68b,NDAP,NS,W,N,50,43.583666666666666,-79.41721666666666,0.04449357589735053,30.811704922812396,8.898715179470106e-4,NA
EUBCORE,ON69b,NDAP,NS,W,D,13.3,43.31863333333333,-78.99975,0.11236863585164039,62.182493201079055,0.0014607922660713252,NA
EUBCORE,ON73N,NDAP,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0,0,0,NA
EUBCORE,ON84N,NDAP,NS,E,N,35.1,43.886,-76.73413333333333,0,0,0,NA
GASSTYL,ON12,ROT,OS,W,N,106.8,43.50398333333333,-79.35345,0.05260694486486487,2421.6216216216217,0.0010521388972972974,Gastropus
GASSTYL,ON17N,ROT,NS,W,N,10.7,43.225,-79.27176666666666,0.07151080006629071,4201.874403193404,7.866188007291978e-4,Gastropus
GASSTYL,ON25,ROT,OS,W,D,137,43.51623333333333,-79.08041666666666,0.044225637619216114,1661.3688061313344,8.845127523843222e-4,Gastropus
GASSTYL,ON29N,ROT,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0.011899810097546851,544.5005979328254,2.3799620195093701e-4,Gastropus
GASSTYL,ON33,ROT,OS,W,D,140.9,43.597116666666665,-78.80105,0.011316012294046763,1192.2837006320447,2.2632024588093526e-4,Gastropus
GASSTYL,ON38N,ROT,NS,W,N,16.4,43.38325,-77.98985,0.11864674032820871,5071.697252956459,0.0018983478452513393,Gastropus
GASSTYL,ON41,ROT,OS,W,N,132.2,43.7167,-78.02745,0.1301209157408074,5052.594407825503,0.002602418314816148,Gastropus
GASSTYL,ON43N,ROT,NS,W,N,16,43.949866666666665,-78.05011666666667,0.038350927963469485,1941.5969597134447,6.136148474155117e-4,Gastropus
GASSTYL,ON49,ROT,OS,E,D,51.5,43.77256666666667,-77.4417,0.026236393290962536,1139.6829491335723,5.247278658192507e-4,Gastropus
GASSTYL,ON55M,ROT,OS,E,D,198,43.4401,-77.4398,0.10221625536619873,5149.484884846646,0.002044325107323975,Gastropus
GASSTYL,ON60,ROT,OS,E,D,150,43.580416666666665,-77.19986666666667,0.02495946865777778,1141.3333333333333,4.991893731555555e-4,Gastropus
GASSTYL,ON61N,ROT,NS,E,N,51.9,43.7868,-77.1584,0.14385261161150079,4532.461622698952,0.0028770522322300158,Gastropus
GASSTYL,ON62N,ROT,NS,E,N,28.3,43.8457,-76.9972,0.029820938104501576,1966.2104350181198,5.964187620900315e-4,Gastropus
GASSTYL,ON63,ROT,OS,E,N,88,43.73155,-77.01718333333334,0.05559342435864607,2224.7235650895077,0.0011118684871729214,Gastropus
GASSTYL,ON65b,ROT,NS,E,N,23.1,43.30775,-76.95155,0.015222590690520288,888.2934843803049,3.0445181381040575e-4,Gastropus
GASSTYL,ON67b,ROT,NS,W,D,51.9,43.3742,-78.73016666666666,0.2176557824885668,9541.903581705581,0.004353115649771336,Gastropus
GASSTYL,ON67N,ROT,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.05672142353947499,3081.834537645956,0.0011344284707894999,Gastropus
GASSTYL,ON68b,ROT,NS,W,N,50,43.583666666666666,-79.41721666666666,0.0266719635099387,881.022187636667,5.33439270198774e-4,Gastropus
GASSTYL,ON69b,ROT,NS,W,D,13.3,43.31863333333333,-78.99975,0.34933397393925736,14923.798368258975,0.004541341661210346,Gastropus
GASSTYL,ON73N,ROT,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.10714689561489601,4836.667380258476,0.00214293791229792,Gastropus
GASSTYL,ON84N,ROT,NS,E,N,35.1,43.886,-76.73413333333333,0.02326255715282524,1039.0794371910793,4.652511430565048e-4,Gastropus
HARCOPE,ON12,HAR,OS,W,N,106.8,43.50398333333333,-79.35345,0,0,0,NA
HARCOPE,ON17N,HAR,NS,W,N,10.7,43.225,-79.27176666666666,0.004170764161247115,20.924366775939763,4.5878405773718266e-5,NA
HARCOPE,ON25,HAR,OS,W,D,137,43.51623333333333,-79.08041666666666,0,0,0,NA
HARCOPE,ON29N,HAR,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0,0,0,NA
HARCOPE,ON33,HAR,OS,W,D,140.9,43.597116666666665,-78.80105,0,0,0,NA
HARCOPE,ON38N,HAR,NS,W,N,16.4,43.38325,-77.98985,0,0,0,NA
HARCOPE,ON41,HAR,OS,W,N,132.2,43.7167,-78.02745,0,0,0,NA
HARCOPE,ON43N,HAR,NS,W,N,16,43.949866666666665,-78.05011666666667,0,0,0,NA
HARCOPE,ON49,HAR,OS,E,D,51.5,43.77256666666667,-77.4417,0,0,0,NA
HARCOPE,ON55M,HAR,OS,E,D,198,43.4401,-77.4398,0,0,0,NA
HARCOPE,ON60,HAR,OS,E,D,150,43.580416666666665,-77.19986666666667,0,0,0,NA
HARCOPE,ON61N,HAR,NS,E,N,51.9,43.7868,-77.1584,0.008535454948368994,13.610995863960815,1.7070909896737987e-4,NA
HARCOPE,ON62N,HAR,NS,E,N,28.3,43.8457,-76.9972,0,0,0,NA
HARCOPE,ON63,HAR,OS,E,N,88,43.73155,-77.01718333333334,0,0,0,NA
HARCOPE,ON65b,HAR,NS,E,N,23.1,43.30775,-76.95155,0,0,0,NA
HARCOPE,ON67b,HAR,NS,W,D,51.9,43.3742,-78.73016666666666,0,0,0,NA
HARCOPE,ON67N,HAR,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0,0,0,NA
HARCOPE,ON68b,HAR,NS,W,N,50,43.583666666666666,-79.41721666666666,0,0,0,NA
HARCOPE,ON69b,HAR,NS,W,D,13.3,43.31863333333333,-78.99975,0.03537896258969354,33.91772356422494,4.59926513666016e-4,NA
HARCOPE,ON73N,HAR,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0,0,0,NA
HARCOPE,ON84N,HAR,NS,E,N,35.1,43.886,-76.73413333333333,0,0,0,NA
HARSP,ON12,HAR,OS,W,N,106.8,43.50398333333333,-79.35345,0,0,0,NA
HARSP,ON17N,HAR,NS,W,N,10.7,43.225,-79.27176666666666,0.024036217075961038,20.924366775939763,2.643983878355714e-4,NA
HARSP,ON25,HAR,OS,W,D,137,43.51623333333333,-79.08041666666666,0,0,0,NA
HARSP,ON29N,HAR,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0,0,0,NA
HARSP,ON33,HAR,OS,W,D,140.9,43.597116666666665,-78.80105,0,0,0,NA
HARSP,ON38N,HAR,NS,W,N,16.4,43.38325,-77.98985,0,0,0,NA
HARSP,ON41,HAR,OS,W,N,132.2,43.7167,-78.02745,0,0,0,NA
HARSP,ON43N,HAR,NS,W,N,16,43.949866666666665,-78.05011666666667,0,0,0,NA
HARSP,ON49,HAR,OS,E,D,51.5,43.77256666666667,-77.4417,0,0,0,NA
HARSP,ON55M,HAR,OS,E,D,198,43.4401,-77.4398,0,0,0,NA
HARSP,ON60,HAR,OS,E,D,150,43.580416666666665,-77.19986666666667,0,0,0,NA
HARSP,ON61N,HAR,NS,E,N,51.9,43.7868,-77.1584,0,0,0,NA
HARSP,ON62N,HAR,NS,E,N,28.3,43.8457,-76.9972,0,0,0,NA
HARSP,ON63,HAR,OS,E,N,88,43.73155,-77.01718333333334,0,0,0,NA
HARSP,ON65b,HAR,NS,E,N,23.1,43.30775,-76.95155,0,0,0,NA
HARSP,ON67b,HAR,NS,W,D,51.9,43.3742,-78.73016666666666,0,0,0,NA
HARSP,ON67N,HAR,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0,0,0,NA
HARSP,ON68b,HAR,NS,W,N,50,43.583666666666666,-79.41721666666666,0,0,0,NA
HARSP,ON69b,HAR,NS,W,D,13.3,43.31863333333333,-78.99975,0,0,0,NA
HARSP,ON73N,HAR,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0,0,0,NA
HARSP,ON84N,HAR,NS,E,N,35.1,43.886,-76.73413333333333,0,0,0,NA
HOLGIBB,ON12,NDAP,OS,W,N,106.8,43.50398333333333,-79.35345,13.250838310796155,6354.595837593252,0.26501676621592307,NA
HOLGIBB,ON17N,NDAP,NS,W,N,10.7,43.225,-79.27176666666666,0.5231475810252563,329.5587767210513,0.005754623391277819,NA
HOLGIBB,ON25,NDAP,OS,W,D,137,43.51623333333333,-79.08041666666666,4.613395531397523,4622.9392866263215,0.09226791062795045,NA
HOLGIBB,ON29N,NDAP,NS,W,D,30.5,43.818216666666665,-78.86856666666667,3.6936274351414,3004.141229974209,0.073872548702828,NA
HOLGIBB,ON33,NDAP,OS,W,D,140.9,43.597116666666665,-78.80105,14.260348172533279,12904.717700958603,0.2852069634506656,NA
HOLGIBB,ON38N,NDAP,NS,W,N,16.4,43.38325,-77.98985,2.4569878100321616,1814.2656839844242,0.03931180496051458,NA
HOLGIBB,ON41,NDAP,OS,W,N,132.2,43.7167,-78.02745,0.020264476849347172,10.85412332508164,4.052895369869435e-4,NA
HOLGIBB,ON43N,NDAP,NS,W,N,16,43.949866666666665,-78.05011666666667,0,0,0,NA
HOLGIBB,ON49,NDAP,OS,E,D,51.5,43.77256666666667,-77.4417,2.6051002290768177,2574.3426615723047,0.052102004581536354,NA
HOLGIBB,ON55M,NDAP,OS,E,D,198,43.4401,-77.4398,0.1461886801664557,146.38129621899094,0.002923773603329114,NA
HOLGIBB,ON60,NDAP,OS,E,D,150,43.580416666666665,-77.19986666666667,3.8952498120913255,2250.8738245388054,0.07790499624182651,NA
HOLGIBB,ON61N,NDAP,NS,E,N,51.9,43.7868,-77.1584,0,0,0,NA
HOLGIBB,ON62N,NDAP,NS,E,N,28.3,43.8457,-76.9972,0.09265146721509565,56.07730295951856,0.0018530293443019131,NA
HOLGIBB,ON63,NDAP,OS,E,N,88,43.73155,-77.01718333333334,0,0,0,NA
HOLGIBB,ON65b,NDAP,NS,E,N,23.1,43.30775,-76.95155,7.192262596027027,2127.070112257601,0.14384525192054054,NA
HOLGIBB,ON67b,NDAP,NS,W,D,51.9,43.3742,-78.73016666666666,7.839309591177473,4416.087608062087,0.15678619182354947,NA
HOLGIBB,ON67N,NDAP,NS,E,N,72.8,43.42476666666666,-76.78933333333333,2.2034990769069007,1063.5350561288005,0.044069981538138014,NA
HOLGIBB,ON68b,NDAP,NS,W,N,50,43.583666666666666,-79.41721666666666,1.1848795545431963,431.3638689193735,0.023697591090863925,NA
HOLGIBB,ON69b,NDAP,NS,W,D,13.3,43.31863333333333,-78.99975,0.5210024048030755,356.1360974243619,0.006773031262439982,NA
HOLGIBB,ON73N,NDAP,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0,0,0,NA
HOLGIBB,ON84N,NDAP,NS,E,N,35.1,43.886,-76.73413333333333,0.04448515940284518,42.411405599635884,8.897031880569035e-4,NA
KELLONG,ON12,ROT,OS,W,N,106.8,43.50398333333333,-79.35345,0.8366953746979459,131978.37837837837,0.016733907493958918,Kellicottia
KELLONG,ON17N,ROT,NS,W,N,10.7,43.225,-79.27176666666666,0.04661630655705679,4366.653791553929,5.127793721276247e-4,Kellicottia
KELLONG,ON25,ROT,OS,W,D,137,43.51623333333333,-79.08041666666666,0.6133012654300162,96359.3907556174,0.012266025308600322,Kellicottia
KELLONG,ON29N,ROT,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0.12987828015488317,14701.516144186286,0.002597565603097664,Kellicottia
KELLONG,ON33,ROT,OS,W,D,140.9,43.597116666666665,-78.80105,0.9866843312460031,139497.19297394925,0.01973368662492006,Kellicottia
KELLONG,ON38N,ROT,NS,W,N,16.4,43.38325,-77.98985,0.08469631771412432,10777.356662532475,0.0013551410834259892,Kellicottia
KELLONG,ON41,ROT,OS,W,N,132.2,43.7167,-78.02745,0.12745471198380445,17551.117416657013,0.002549094239676089,Kellicottia
KELLONG,ON43N,ROT,NS,W,N,16,43.949866666666665,-78.05011666666667,0.22156325741785599,18639.330813249067,0.003545012118685696,Kellicottia
KELLONG,ON49,ROT,OS,E,D,51.5,43.77256666666667,-77.4417,0.03983128677789893,7123.0184320848275,7.966257355579787e-4,Kellicottia
KELLONG,ON55M,ROT,OS,E,D,198,43.4401,-77.4398,0.08052357678226399,13388.66070060128,0.0016104715356452797,Kellicottia
KELLONG,ON60,ROT,OS,E,D,150,43.580416666666665,-77.19986666666667,0.0844936821456,13696,0.001689873642912,Kellicottia
KELLONG,ON61N,ROT,NS,E,N,51.9,43.7868,-77.1584,0.027597016628953846,3021.6410817993014,5.519403325790769e-4,Kellicottia
KELLONG,ON62N,ROT,NS,E,N,28.3,43.8457,-76.9972,0.021150433824781403,2323.7032413850507,4.2300867649562807e-4,Kellicottia
KELLONG,ON63,ROT,OS,E,N,88,43.73155,-77.01718333333334,0.024450560556643124,4449.447130179015,4.890112111328625e-4,Kellicottia
KELLONG,ON65b,ROT,NS,E,N,23.1,43.30775,-76.95155,0.13138662342305313,13028.304437577806,0.0026277324684610627,Kellicottia
KELLONG,ON67b,ROT,NS,W,D,51.9,43.3742,-78.73016666666666,1.8167056623634026,151080.1400436717,0.03633411324726805,Kellicottia
KELLONG,ON67N,ROT,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.03607437878554507,5136.390896076593,7.214875757109014e-4,Kellicottia
KELLONG,ON68b,ROT,NS,W,N,50,43.583666666666666,-79.41721666666666,0.06616011153192584,8810.22187636667,0.0013232022306385169,Kellicottia
KELLONG,ON69b,ROT,NS,W,D,13.3,43.31863333333333,-78.99975,0.1905881085476449,14923.798368258975,0.002477645411119384,Kellicottia
KELLONG,ON73N,ROT,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.02462297168113684,3869.333904206781,4.924594336227368e-4,Kellicottia
KELLONG,ON84N,ROT,NS,E,N,35.1,43.886,-76.73413333333333,0.035925914825915804,4156.317748764317,7.185182965183161e-4,Kellicottia
KERCOCH,ON12,ROT,OS,W,N,106.8,43.50398333333333,-79.35345,0.2537472277275676,158616.2162162162,0.0050749445545513515,Keratella
KERCOCH,ON17N,ROT,NS,W,N,10.7,43.225,-79.27176666666666,0.006388172930460064,3048.4186846697244,7.02699022350607e-5,Keratella
KERCOCH,ON25,ROT,OS,W,D,137,43.51623333333333,-79.08041666666666,0.21730714949231975,142877.71732729475,0.004346142989846395,Keratella
KERCOCH,ON29N,ROT,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0.09430038454334773,56628.06218501384,0.0018860076908669544,Keratella
KERCOCH,ON33,ROT,OS,W,D,140.9,43.597116666666665,-78.80105,0.13605063582714186,92998.1286492995,0.002721012716542837,Keratella
KERCOCH,ON38N,ROT,NS,W,N,16.4,43.38325,-77.98985,0.0038780181497655303,2852.829704788008,6.204829039624848e-5,Keratella
KERCOCH,ON41,ROT,OS,W,N,132.2,43.7167,-78.02745,0.0062396376416989545,5052.594407825503,1.2479275283397908e-4,Keratella
KERCOCH,ON43N,ROT,NS,W,N,16,43.949866666666665,-78.05011666666667,0.09352627766180997,37666.98101844083,0.0014964204425889597,Keratella
KERCOCH,ON49,ROT,OS,E,D,51.5,43.77256666666667,-77.4417,0.01121116925530864,7265.478800726523,2.2422338510617282e-4,Keratella
KERCOCH,ON55M,ROT,OS,E,D,198,43.4401,-77.4398,0.03226444297345274,18538.145585447925,6.452888594690548e-4,Keratella
KERCOCH,ON60,ROT,OS,E,D,150,43.580416666666665,-77.19986666666667,0.023084907599999996,17120,4.616981519999999e-4,Keratella
KERCOCH,ON61N,ROT,NS,E,N,51.9,43.7868,-77.1584,0.02454993938385911,14352.79513854668,4.909987876771822e-4,Keratella
KERCOCH,ON62N,ROT,NS,E,N,28.3,43.8457,-76.9972,0.020790489853794173,13942.219448310303,0.00041580979707588344,Keratella
KERCOCH,ON63,ROT,OS,E,N,88,43.73155,-77.01718333333334,0.028479426596398346,21505.661129198572,5.695885319279668e-4,Keratella
KERCOCH,ON65b,ROT,NS,E,N,23.1,43.30775,-76.95155,0.04072267037330938,20726.847968873783,8.144534074661876e-4,Keratella
KERCOCH,ON67b,ROT,NS,W,D,51.9,43.3742,-78.73016666666666,0.3041357085795186,163802.67815261247,0.0060827141715903725,Keratella
KERCOCH,ON67N,ROT,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.01517586351401773,11710.971243054633,3.0351727028035463e-4,Keratella
KERCOCH,ON68b,ROT,NS,W,N,50,43.583666666666666,-79.41721666666666,0.02346871357874734,15505.990502405339,4.693742715749468e-4,Keratella
KERCOCH,ON69b,ROT,NS,W,D,13.3,43.31863333333333,-78.99975,0.013726379944282533,7461.899184129487,1.7844293927567293e-4,Keratella
KERCOCH,ON73N,ROT,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.03818012292651565,20797.66973511145,7.636024585303131e-4,Keratella
KERCOCH,ON84N,ROT,NS,E,N,35.1,43.886,-76.73413333333333,0.03205248616991173,19396.14949423348,6.410497233982346e-4,Keratella
KERCOCHH,ON12,ROT,OS,W,N,106.8,43.50398333333333,-79.35345,0,0,0,Keratella
KERCOCHH,ON17N,ROT,NS,W,N,10.7,43.225,-79.27176666666666,0,0,0,Keratella
KERCOCHH,ON25,ROT,OS,W,D,137,43.51623333333333,-79.08041666666666,0.01861901669685327,8306.844030656672,3.7238033393706545e-4,Keratella
KERCOCHH,ON29N,ROT,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0.016616757793371954,8167.508968992381,3.3233515586743914e-4,Keratella
KERCOCHH,ON33,ROT,OS,W,D,140.9,43.597116666666665,-78.80105,0,0,0,Keratella
KERCOCHH,ON38N,ROT,NS,W,N,16.4,43.38325,-77.98985,6.151328466057999e-4,316.9810783097787,9.8421255456928e-6,Keratella
KERCOCHH,ON41,ROT,OS,W,N,132.2,43.7167,-78.02745,0,0,0,Keratella
KERCOCHH,ON43N,ROT,NS,W,N,16,43.949866666666665,-78.05011666666667,0.02765986555988904,10872.94297439529,0.00044255784895822463,Keratella
KERCOCHH,ON49,ROT,OS,E,D,51.5,43.77256666666667,-77.4417,0,0,0,Keratella
KERCOCHH,ON55M,ROT,OS,E,D,198,43.4401,-77.4398,0.0022195979183701046,1029.8969769693292,4.439195836740209e-5,Keratella
KERCOCHH,ON60,ROT,OS,E,D,150,43.580416666666665,-77.19986666666667,0,0,0,Keratella
KERCOCHH,ON61N,ROT,NS,E,N,51.9,43.7868,-77.1584,0.0016509143971956525,755.4102704498254,3.301828794391305e-5,Keratella
KERCOCHH,ON62N,ROT,NS,E,N,28.3,43.8457,-76.9972,0,0,0,Keratella
KERCOCHH,ON63,ROT,OS,E,N,88,43.73155,-77.01718333333334,0,0,0,Keratella
KERCOCHH,ON65b,ROT,NS,E,N,23.1,43.30775,-76.95155,0.0021341855001806203,888.2934843803049,4.26837100036124e-5,Keratella
KERCOCHH,ON67b,ROT,NS,W,D,51.9,43.3742,-78.73016666666666,0.003375314805378206,1590.3172636175968,6.750629610756411e-5,Keratella
KERCOCHH,ON67N,ROT,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0,0,0,Keratella
KERCOCHH,ON68b,ROT,NS,W,N,50,43.583666666666666,-79.41721666666666,0.007422831058677428,3700.293188074001,1.4845662117354854e-4,Keratella
KERCOCHH,ON69b,ROT,NS,W,D,13.3,43.31863333333333,-78.99975,0.0025993695396532893,1017.5317069267483,3.379180401549276e-5,Keratella
KERCOCHH,ON73N,ROT,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.001549293870579584,483.6667380258476,3.098587741159168e-5,Keratella
KERCOCHH,ON84N,ROT,NS,E,N,35.1,43.886,-76.73413333333333,0.004485426071625473,2424.518686779185,8.970852143250946e-5,Keratella
KERCRAS,ON12,ROT,OS,W,N,106.8,43.50398333333333,-79.35345,0.03055301396756756,7264.864864864864,6.110602793513513e-4,Keratella
KERCRAS,ON17N,ROT,NS,W,N,10.7,43.225,-79.27176666666666,0.004717311580278216,1071.0660243434168,5.189042738306038e-5,Keratella
KERCRAS,ON25,ROT,OS,W,D,137,43.51623333333333,-79.08041666666666,0.03023604503707348,8306.844030656672,6.047209007414696e-4,Keratella
KERCRAS,ON29N,ROT,NS,W,D,30.5,43.818216666666665,-78.86856666666667,0.022569101115822922,6534.007175193905,4.513820223164584e-4,Keratella
KERCRAS,ON33,ROT,OS,W,D,140.9,43.597116666666665,-78.80105,0.011471924849011014,3576.8511018961344,2.294384969802203e-4,Keratella
KERCRAS,ON38N,ROT,NS,W,N,16.4,43.38325,-77.98985,0.04374345137881431,12362.262054081368,6.998952220610289e-4,Keratella
KERCRAS,ON41,ROT,OS,W,N,132.2,43.7167,-78.02745,0.05384373660497077,16753.339352263512,0.0010768747320994154,Keratella
KERCRAS,ON43N,ROT,NS,W,N,16,43.949866666666665,-78.05011666666667,0.031992653807374094,7766.387838853779,5.118824609179855e-4,Keratella
KERCRAS,ON49,ROT,OS,E,D,51.5,43.77256666666667,-77.4417,0.004883191269451238,1139.6829491335723,9.766382538902475e-5,Keratella
KERCRAS,ON55M,ROT,OS,E,D,198,43.4401,-77.4398,0.07363532544222283,18538.145585447925,0.0014727065088444566,Keratella
KERCRAS,ON60,ROT,OS,E,D,150,43.580416666666665,-77.19986666666667,0.02499404040533333,7608.888888888889,4.998808081066666e-4,Keratella
KERCRAS,ON61N,ROT,NS,E,N,51.9,43.7868,-77.1584,0.10745707592045109,27194.76973619371,0.0021491415184090217,Keratella
KERCRAS,ON62N,ROT,NS,E,N,28.3,43.8457,-76.9972,0.018332544989180202,4289.91367640317,3.6665089978360406e-4,Keratella
KERCRAS,ON63,ROT,OS,E,N,88,43.73155,-77.01718333333334,0.10194686577253076,29662.9808678601,0.002038937315450615,Keratella
KERCRAS,ON65b,ROT,NS,E,N,23.1,43.30775,-76.95155,0.013584352470973629,3849.271765647988,2.716870494194726e-4,Keratella
KERCRAS,ON67b,ROT,NS,W,D,51.9,43.3742,-78.73016666666666,0.08794000273194821,20674.124427028757,0.0017588000546389644,Keratella
KERCRAS,ON67N,ROT,NS,E,N,72.8,43.42476666666666,-76.78933333333333,0.027216441604170964,7807.314162036421,5.443288320834193e-4,Keratella
KERCRAS,ON68b,ROT,NS,W,N,50,43.583666666666666,-79.41721666666666,0.0048906281694348994,1409.6355002186672,9.781256338869798e-5,Keratella
KERCRAS,ON69b,ROT,NS,W,D,13.3,43.31863333333333,-78.99975,0.027962241405995635,6105.190241560489,3.635091382779432e-4,Keratella
KERCRAS,ON73N,ROT,NS,E,N,37.1,43.63238333333334,-76.28703333333333,0.0735935885339111,17895.669306956363,0.0014718717706782218,Keratella
